URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/allergyintolerance-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.137",AllergyIntoleranceSubstance/Product,ConditionAndNegationCodes,AllergyIntolerance Substance/Product, Condition and Negation Codes,"This value set includes concept codes for specific substances/pharmaceutical products, allergy or intolerance conditions, and negation/exclusion codes to specify the absence of specific types of allergies or intolerances.","StructureDefinition/AllergyIntoleranceIniciarLE","SCT"
http://hl7.org/fhir/ValueSet/condition-clinical,4.0.1,draft,"2.16.840.1.113883.4.642.3.164",ConditionClinicalStatusCodes,Condition Clinical Status Codes,"Preferred value set for Condition Clinical Status.","StructureDefinition/ConditionDiagnosticoLE","THO"
http://hl7.org/fhir/ValueSet/condition-severity,4.0.1,draft,"2.16.840.1.113883.4.642.3.168",Condition/DiagnosisSeverity,Condition/Diagnosis Severity,"Preferred value set for Condition/Diagnosis severity grading.","StructureDefinition/ConditionDiagnosticoLE","SCT"
http://hl7.org/fhir/ValueSet/condition-ver-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.166",ConditionVerificationStatus,ConditionVerificationStatus,"The verification status to support or decline the clinical status of the condition or diagnosis.","StructureDefinition/ConditionDiagnosticoLE","THO"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/CodPais,1.9.1,active,,CodPaises,Códigos de Países,"Codigos definidos para la identificación de países segun norma ISO3166-N","StructureDefinition/PaisOrigenMPI","hl7.fhir.cl.clcore"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSTipoIdentificador,1.9.1,active,,VSTipoIdentificador,Tipo Identificador,"Tipo Identificador","StructureDefinition/PatientLE","hl7.fhir.cl.clcore"
https://interoperabilidad.minsal.cl/fhir/ig/quirurgico/ValueSet/CodigoExamen,0.1.0,active,,CodigoExamen,Códigos de Examenes,"Codigos de Examenes","StructureDefinition/ObservationResultadoExamen,StructureDefinition/ServiceRequestExamenLE","LOINC"
https://interoperabilidad.minsal.cl/fhir/ig/quirurgico/ValueSet/PueblosOriginariosVS,0.1.0,draft,,PueblosOriginariosVS,Pueblos Originarios de Chile,"Pueblos Originarios de Chile","StructureDefinition/PueblosOriginarios","Internal"
https://interoperabilidad.minsal.cl/fhir/ig/quirurgico/ValueSet/TipoDeObservacion,0.1.0,active,,TipoDeObservacion,Tipo de Observación,"Estas son algunas de las observaciones que se pueden realizar en un encuentro, que permiten dar antecedentes a la interconsulta.","StructureDefinition/ObservationAnamnesisLE,StructureDefinition/ObservationNotasClinicasLE","SCT,Internal,LOINC"
https://interoperabilidad.minsal.cl/fhir/ig/quirurgico/ValueSet/VSCondicionSalidaCirugia,0.1.0,active,,VSCondicionSalidaCirugia,Condición Salida Cirugía,"Condición Salida Cirugía","StructureDefinition/ProcedureCirugiaLE","Internal"
https://interoperabilidad.minsal.cl/fhir/ig/quirurgico/ValueSet/VSEspecialidadMed,0.1.0,active,,VSEspecialidadMed,EspecialidadMed,"EspecialidadMed","StructureDefinition/PractitionerProfesionalLE","Internal"
