URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSCodigoLimiteUrbanoCL,0.1.0,active,,VSCodigoLimiteUrbanoCL,Limite urbano Censal,"Limite urbano Censal",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSCodigosComunaCL,0.1.0,active,,VSCodigosComunaCL,Códigos de Comunas en Chile,"Códigos de Comunas para Chile según Códigos Únicos Territoriales Actualizados, por Decreto exento No 817 del Ministerio del Interior",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSCodigosProvinciasCL,0.1.0,active,,VSCodigosProvinciasCL,Códigos de Provincias en Chile,"Códigos de Provincias para Chile según Códigos Únicos Territoriales Actualizados, por Decreto exento No 817 del Ministerio del Interior",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSConsultaOdontologicaDeEspecialidadCL,0.1.0,active,,VSConsultaOdontologicaDeEspecialidadCL,Corresponde al tipo o clasificación de calle.,"Corresponde al tipo o clasificación de calle.",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSNivelAtencion,0.1.0,active,,VSNivelAtencion,Nivel Atención Establecimiento de Salud,"Códigos de Nivel Atención Establecimiento de Salud",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSNivelComplejidad,0.1.0,draft,,VSNivelComplejidad,Nivel Complejidad Establecimiento de Salud,"Códigos de Nivel Complejidad Establecimiento de Salud",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSTipoCodificacionDiagnosticaCL,0.1.0,active,,VSTipoCodificacionDiagnosticaCL,Corresponde al tipo o clasificación de calle.,"Corresponde al tipo o clasificación de calle.",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSTipoDeAnestesiaCL,0.1.0,active,,VSTipoDeAnestesiaCL,Corresponde al tipo o clasificación de calle.,"Corresponde al tipo o clasificación de calle.",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSTipoDeCirugiaMayorAmbulatoriaCL,0.1.0,active,,VSTipoDeCirugiaMayorAmbulatoriaCL,Corresponde al tipo o clasificación de calle.,"Corresponde al tipo o clasificación de calle.",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSTipoDeConsultaMedicaEspecialidadCL,0.1.0,active,,VSTipoDeConsultaMedicaEspecialidadCL,Corresponde al tipo o clasificación de calle.,"Corresponde al tipo o clasificación de calle.",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSTipoDeConsultaMedicaGeneralCL,0.1.0,active,,VSTipoDeConsultaMedicaGeneralCL,Corresponde al tipo o clasificación de calle.,"Corresponde al tipo o clasificación de calle.",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSTipoDeIntervencionQuirurgicaSegunComplejidadCL,0.1.0,active,,VSTipoDeIntervencionQuirurgicaSegunComplejidadCL,Corresponde al tipo o clasificación de calle.,"Corresponde al tipo o clasificación de calle.",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSTipoDeQuirofanoCL,0.1.0,active,,VSTipoDeQuirofanoCL,Corresponde al tipo o clasificación de calle.,"Corresponde al tipo o clasificación de calle.",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSTipoDeQuirofanoSegunUtilizacionCL,0.1.0,active,,VSTipoDeQuirofanoSegunUtilizacionCL,Corresponde al tipo o clasificación de calle.,"Corresponde al tipo o clasificación de calle.",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSTipoDeViaCL,0.1.0,active,,VSTipoViaCL,Corresponde al tipo o clasificación de calle.,"Corresponde al tipo o clasificación de calle.",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSTipoDiagnosticoCL,0.1.0,active,,VSTipoDiagnosticoCL,Corresponde al tipo o clasificación de calle.,"Corresponde al tipo o clasificación de calle.",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSTipoEstPriv,0.1.0,draft,,VSTipoEstPriv,Tipos de Establecimientos de Salud Privada,"Códigos para determinar Tipos de Establecimientos de Salud Privada",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSTipodeIntervencionQuirurgicaCL,0.1.0,active,,VSTipodeIntervencionQuirurgicaCL,Corresponde al tipo o clasificación de calle.,"Corresponde al tipo o clasificación de calle.",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSTiposEstablecimientos,0.1.0,draft,,VSTiposEstablecimientos,Tipos de establecimientos públicos,"Códigos para determinar el tipo de establecimiento de salud en el sector público",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSTiposEstablecimientosAPS,0.1.0,draft,,VSTiposEstablecimientosAPS,Tipos de establecimientos atención primaria,"Códigos para determinar el tipo de establecimiento de atención primaria",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSTiposEstablecimientosEsp,0.1.0,draft,,VSTiposEstablecimientosEsp,Tipos de establecimientos atención de especialidad,"Códigos para determinar el tipo de establecimiento de especialidad",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSTiposEstablecimientosHosp,0.1.0,draft,,VSTiposEstablecimientosHosp,Tipos de establecimientos atención de hospitalaria,"Códigos para determinar el tipo de establecimiento de atrención hospitalaria",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSTiposEstablecimientosUrg,0.1.0,draft,,VSTiposEstablecimientosUrg,Tipos de establecimientos atención de especialidad,"Códigos para determinar el tipo de establecimiento de especialidad",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSUnidadesMoviles,0.1.0,draft,,VSUnidadesMoviles,Unidades Móviles,"Códigos para determinar unidades móviles",,"Internal"
https://interoperabilidad.minsal.cl/fhir/ig/eis/ValueSet/VSanamnesisCL,0.1.0,active,,VSanamnesisCL,Corresponde al tipo o clasificación de calle.,"Corresponde al tipo o clasificación de calle.",,"Internal"
