URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/address-type,4.0.1,active,"2.16.840.1.113883.4.642.3.69",AddressType,AddressType,"The type of an address (physical / postal).","StructureDefinition/PatientUrg,StructureDefinition/PrestadorProfesional","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/address-use,4.0.1,active,"2.16.840.1.113883.4.642.3.67",AddressUse,AddressUse,"The use of an address.","StructureDefinition/PatientUrg,StructureDefinition/PrestadorProfesional","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","StructureDefinition/PatientUrg,StructureDefinition/PrestadorAdministrativo,StructureDefinition/AcompananteUrg,StructureDefinition/PrestadorProfesional","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/allergy-intolerance-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.133",AllergyIntoleranceCategory,AllergyIntoleranceCategory,"Category of an identified substance associated with allergies or intolerances.","StructureDefinition/AlergiaIntolerancia","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/allergy-intolerance-criticality,4.0.1,draft,"2.16.840.1.113883.4.642.3.129",AllergyIntoleranceCriticality,AllergyIntoleranceCriticality,"Estimate of the potential clinical harm, or seriousness, of a reaction to an identified substance.","StructureDefinition/AlergiaIntolerancia","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/allergy-intolerance-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.131",AllergyIntoleranceType,AllergyIntoleranceType,"Identification of the underlying physiological mechanism for a Reaction Risk.","StructureDefinition/AlergiaIntolerancia","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/allergyintolerance-clinical,4.0.1,draft,"2.16.840.1.113883.4.642.3.1372",AllergyIntoleranceClinicalStatusCodes,AllergyIntolerance Clinical Status Codes,"Preferred value set for AllergyIntolerance Clinical Status.","StructureDefinition/AlergiaIntolerancia","THO"
http://hl7.org/fhir/ValueSet/allergyintolerance-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.137",AllergyIntoleranceSubstance/Product,ConditionAndNegationCodes,AllergyIntolerance Substance/Product, Condition and Negation Codes,"This value set includes concept codes for specific substances/pharmaceutical products, allergy or intolerance conditions, and negation/exclusion codes to specify the absence of specific types of allergies or intolerances.","StructureDefinition/AlergiaIntolerancia","SCT"
http://hl7.org/fhir/ValueSet/allergyintolerance-verification,4.0.1,draft,"2.16.840.1.113883.4.642.3.1370",AllergyIntoleranceVerificationStatusCodes,AllergyIntolerance Verification Status Codes,"Preferred value set for AllergyIntolerance Verification Status.","StructureDefinition/AlergiaIntolerancia","THO"
http://hl7.org/fhir/ValueSet/body-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/indicacion-term-urg,StructureDefinition/CondicionHipotesisDiagnostica,StructureDefinition/observacion-evol-clin,StructureDefinition/CondicionDiagnosticoEgreso,StructureDefinition/CondicionMorbilidades,StructureDefinition/ObservationSignosVitales,StructureDefinition/ObservacionAnamnesis","SCT"
http://hl7.org/fhir/ValueSet/bundle-type,4.0.1,active,"2.16.840.1.113883.4.642.3.620",BundleType,BundleType,"Indicates the purpose of a bundle - how it is intended to be used.","StructureDefinition/BundleCategorizacion,StructureDefinition/BundleAdmision,StructureDefinition/BundleEgreso,StructureDefinition/BundleAtencion","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/clinical-findings,4.0.1,draft,"2.16.840.1.113883.4.642.3.232",SNOMEDCTClinicalFindings,SNOMED CT Clinical Findings,"This value set includes all the ""Clinical finding"" [SNOMED CT](http://snomed.info/sct) codes - concepts where concept is-a 404684003 (Clinical finding (finding)).","StructureDefinition/AlergiaIntolerancia","SCT"
http://hl7.org/fhir/ValueSet/condition-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.162",ConditionCategoryCodes,Condition Category Codes,"Preferred value set for Condition Categories.","StructureDefinition/CondicionHipotesisDiagnostica,StructureDefinition/CondicionDiagnosticoEgreso,StructureDefinition/CondicionMorbilidades","THO"
http://hl7.org/fhir/ValueSet/condition-clinical,4.0.1,draft,"2.16.840.1.113883.4.642.3.164",ConditionClinicalStatusCodes,Condition Clinical Status Codes,"Preferred value set for Condition Clinical Status.","StructureDefinition/CondicionHipotesisDiagnostica,StructureDefinition/CondicionDiagnosticoEgreso,StructureDefinition/CondicionMorbilidades","THO"
http://hl7.org/fhir/ValueSet/condition-severity,4.0.1,draft,"2.16.840.1.113883.4.642.3.168",Condition/DiagnosisSeverity,Condition/Diagnosis Severity,"Preferred value set for Condition/Diagnosis severity grading.","StructureDefinition/CondicionHipotesisDiagnostica,StructureDefinition/CondicionDiagnosticoEgreso,StructureDefinition/CondicionMorbilidades","SCT"
http://hl7.org/fhir/ValueSet/condition-stage,4.0.1,draft,"2.16.840.1.113883.4.642.3.170",ConditionStage,Condition Stage,"Example value set for stages of cancer and other conditions.","StructureDefinition/CondicionHipotesisDiagnostica,StructureDefinition/CondicionDiagnosticoEgreso,StructureDefinition/CondicionMorbilidades","SCT"
http://hl7.org/fhir/ValueSet/condition-stage-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.171",ConditionStageType,Condition Stage Type,"Example value set for the type of stages of cancer and other conditions","StructureDefinition/CondicionHipotesisDiagnostica,StructureDefinition/CondicionDiagnosticoEgreso,StructureDefinition/CondicionMorbilidades","SCT"
http://hl7.org/fhir/ValueSet/condition-ver-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.166",ConditionVerificationStatus,ConditionVerificationStatus,"The verification status to support or decline the clinical status of the condition or diagnosis.","StructureDefinition/CondicionHipotesisDiagnostica,StructureDefinition/CondicionDiagnosticoEgreso,StructureDefinition/CondicionMorbilidades","THO"
http://hl7.org/fhir/ValueSet/contact-point-system,4.0.1,active,"2.16.840.1.113883.4.642.3.71",ContactPointSystem,ContactPointSystem,"Telecommunications form for contact point.","StructureDefinition/PatientUrg,StructureDefinition/PrestadorAdministrativo,StructureDefinition/EstablecimientoUrg,StructureDefinition/AcompananteUrg,StructureDefinition/PrestadorProfesional","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contact-point-use,4.0.1,active,"2.16.840.1.113883.4.642.3.73",ContactPointUse,ContactPointUse,"Use of contact point.","StructureDefinition/PatientUrg,StructureDefinition/PrestadorAdministrativo,StructureDefinition/EstablecimientoUrg,StructureDefinition/AcompananteUrg,StructureDefinition/PrestadorProfesional","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contactentity-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.416",ContactEntityType,Contact entity type,"This example value set defines a set of codes that can be used to indicate the purpose for which you would contact a contact party.","StructureDefinition/EstablecimientoUrg","THO"
http://hl7.org/fhir/ValueSet/data-absent-reason,4.0.1,active,"2.16.840.1.113883.4.642.3.5",DataAbsentReason,DataAbsentReason,"Used to specify why the normally expected content of the data element is missing.","StructureDefinition/indicacion-term-urg,StructureDefinition/observacion-evol-clin,StructureDefinition/ObservationSignosVitales,StructureDefinition/ObservacionAnamnesis","THO"
http://hl7.org/fhir/ValueSet/diagnosis-role,4.0.1,draft,"2.16.840.1.113883.4.642.3.49",DiagnosisRole,DiagnosisRole,"This value set defines a set of codes that can be used to express the role of a diagnosis on the Encounter or EpisodeOfCare record.","StructureDefinition/EncounterUrg","THO"
http://hl7.org/fhir/ValueSet/encounter-diet,4.0.1,draft,"2.16.840.1.113883.4.642.3.255",Diet,Diet,"This value set defines a set of codes that can be used to indicate dietary preferences or restrictions a patient may have.","StructureDefinition/EncounterUrg","THO"
http://hl7.org/fhir/ValueSet/encounter-location-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.262",EncounterLocationStatus,EncounterLocationStatus,"The status of the location.","StructureDefinition/EncounterUrg","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/encounter-participant-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.250",ParticipantType,Participant type,"This value set defines a set of codes that can be used to indicate how an individual participates in an encounter.","StructureDefinition/EncounterUrg","THO (V3),THO"
http://hl7.org/fhir/ValueSet/encounter-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.261",EncounterReasonCodes,Encounter Reason Codes,"This examples value set defines the set of codes that can be used to indicate reasons for an encounter.","StructureDefinition/EncounterUrg","SCT"
http://hl7.org/fhir/ValueSet/encounter-special-arrangements,4.0.1,draft,"2.16.840.1.113883.4.642.3.253",SpecialArrangements,Special arrangements,"This value set defines a set of codes that can be used to indicate the kinds of special arrangements in place for a patients visit.","StructureDefinition/EncounterUrg","THO"
http://hl7.org/fhir/ValueSet/encounter-special-courtesy,4.0.1,draft,"2.16.840.1.113883.4.642.3.252",SpecialCourtesy,Special courtesy,"This value set defines a set of codes that can be used to indicate special courtesies provided to the patient.","StructureDefinition/EncounterUrg","THO (V3)"
http://hl7.org/fhir/ValueSet/encounter-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.246",EncounterStatus,EncounterStatus,"Current state of the encounter.","StructureDefinition/EncounterUrg","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/http-verb,4.0.1,active,"2.16.840.1.113883.4.642.3.624",HTTPVerb,HTTPVerb,"HTTP verbs (in the HTTP command line). See [HTTP rfc](https://tools.ietf.org/html/rfc7231) for details.","StructureDefinition/BundleCategorizacion,StructureDefinition/BundleAdmision,StructureDefinition/BundleEgreso,StructureDefinition/BundleAtencion","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/identifier-type,4.0.1,active,"2.16.840.1.113883.4.642.3.45",Identifier Type Codes,IdentifierType,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","StructureDefinition/PrestadorAdministrativo,StructureDefinition/EstablecimientoUrg,StructureDefinition/EncounterUrg,StructureDefinition/PrestadorProfesional","THO (V2)"
http://hl7.org/fhir/ValueSet/identifier-use,4.0.1,active,"2.16.840.1.113883.4.642.3.57",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","StructureDefinition/PatientUrg,StructureDefinition/PrestadorAdministrativo,StructureDefinition/EstablecimientoUrg,StructureDefinition/EncounterUrg,StructureDefinition/PrestadorProfesional","hl7.fhir.r4.core"
