URL,Version,Status,OIDs,Name,Title,Description,Used
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/CSCodigosUrgencia,0.1.1,active,,CSCodigosUrgencia,Códigos de Urgencia,"Códigos creados para registrar información dentro de la atención de urgencia",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/CSEstadoCivil,0.1.1,active,,CSEstadoCivil,EstadoCivil,"EstadoCivil",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/CSReligion,0.1.1,active,,CSReligion,Religion,"Religion",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/EspecialidadMedica,0.1.1,active,,CSEspecialidadMedica,Especialidad Médica,"Especialidades médicas reconocidas en el sistema de salud de Chile.",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/LeyPrevisional,0.1.1,active,,CSLeyPrevisional,Ley Previsional,"Códigos para la ley previsional",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/MedioDeLlegada,0.1.1,active,,CSMedioDeLlegada,Medio de Llegada,"Corresponde a las posibles formas de llegada de un paciente a un servicio de atención de urgencia",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/Procedencia,0.1.1,active,,CSProcedencia,Procedencia,"Corresponde al lugar físico desde donde proviene el paciente cuando consulta en un servicio de atención de urgencia",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/PueblosOriginariosCS,0.1.1,active,,PueblosOriginariosCS,Pueblos Originarios de Chile,"Pueblos Originarios de Chile",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/RelacionAcompanante,0.1.1,active,,CSRelacionAcompanante,Relación Acompañante,"Códigos asociados a la relación del acompañante con el paciente.",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/TipoParticipanteUrgencia,0.1.1,active,,CSTipoParticipanteUrgencia,Tipo Participante Urgencia,"Tipo de participante en un evento de urgencia.",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/TituloProfesional,0.1.1,active,,CSTituloProfesional,Titulo Profesional,"Códigos asociados a los títulos profesionales de los participantes en un encuentro de urgencia",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/abandono,0.1.1,active,,CSAbandono,Abandono,"Códigos asociados al tipo de abandono del paciente desde urgencia.",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/categorizacion-discrecional,0.1.1,active,,CSCategorizacionDiscrecional,CSCategorizacionDiscrecional,"Códigos de categorización discrecional de pacientes en el sistema de salud chileno",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/categorizacion-esi,0.1.1,active,,CSCategorizacionESI,CSCategorizacionESI,"Códigos de categorización ESI de pacientes en el sistema de salud chileno",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/categorizacion-no-realizada,0.1.1,active,,CSCategorizacionNoRealizada,CSCategorizacionNoRealizada,"Código asociado a la categorización no realizada en el sistema de salud chileno",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/categorizacion-ugo,0.1.1,active,,CSCategorizacionUGO,CSCategorizacionUGO,"Códigos de categorización Gineco-obstétrica (UGO) de pacientes en el sistema de salud chileno",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/destino-fallecido,0.1.1,active,,CSDestinoFallecido,Destino Fallecido,"Códigos asociados a la situación final de los usuarios fallecidos durante la atención de urgencia.",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/destino-traslado,0.1.1,active,,CSDestinoTraslado,Destino Traslado,"Códigos asociados a destino de traslado del paciente desde urgencia.",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/especialidad-odontologica,0.1.1,active,,CSEspecialidadOdontologica,Especialidad Odontológica,"Especialidades odontológicas",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/eventos-urgencia,0.1.1,active,,CSEventosUrgencia,CSEventosUrgencia,"Códigos de eventos de urgencia",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/fallecido,0.1.1,active,,CSFallecido,Fallecido,"Códigos asociados al momento en que el paciente fallece en el servicio de urgencia.",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/indicacion-alta,0.1.1,active,,CSIndicacionAlta,Indicación Alta,"Códigos asociados al destino de alta dados por parte del profesional médico al usuario posterior a su atención de urgencia.",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/indicacion-hospitalizacion,0.1.1,active,,CSIndicacionHospitalizacion,Indicación Hospitalización,"Códigos asociados al destino de hospitalización dados por parte del profesional médico al usuario posterior a su atención de urgencia.",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/indicacion-traslado-otro-centro,0.1.1,active,,CSIndicacionTrasladoOtroCentro,Indicación Traslado Otro Centro,"Códigos correspondientes a la derivación  o traslado del usuario a otro centro asistencial de salud, el cual puede ser o no perteneciente al Servicio Nacional de Salud.",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/lesion-autoinflingida,0.1.1,active,,CSLesionAutoinflingida,Lesión Autoinflingida,"Códigos de lesión autoinflingida",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/tipo-egreso,0.1.1,active,,CSTipoEgreso,Tipo Egreso,"Corresponde a códigos asociados a la decisión del médico u odontólogo del destino que debe seguir el usuario en virtud de su evaluación y situación clínica antes de cerrar el proceso de urgencia. ",
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/unidad-hospitalaria-destino,0.1.1,active,,CSUnidadHospitalariaDestino,Unidad Hospitalaria Destino,"Códigos asociados a Unidad Funcional de destino si es que el paciente requiere hospitalización en el mismo establecimiento.",
