Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.cl.minsal.nid.json	50320	-	0	0	0	0	0	0	2	3036	0	0	0	0	0	0	0	1	0	0	164	169	0	0	1	4	0	0
fsh-generated/resources/Bundle-EjemploBusqueda.json	7999	6	18	0	0	0	0	0	1	526	0	0	0	0	0	0	0	0	0	0	27	18	0	0	0	0	0	0
fsh-generated/resources/Bundle-EjemploBusquedaAdm.json	3392	5	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	16	15	0	0	0	0	0	0
fsh-generated/resources/Bundle-EjemploBusquedaMatch.json	8140	4	3	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	25	18	0	0	0	0	0	0
fsh-generated/resources/Bundle-EjemploBusquedaMatchOutcomeOperation.json	924	4	5	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	21	0	0	0	0	0	0
fsh-generated/resources/Bundle-EjemploBusquedaOrg.json	2688	3	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	15	0	0	0	0	0	0
fsh-generated/resources/Bundle-EjemploBusquedaProf.json	4806	5	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	26	15	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-MPI.IHE.PDQm.Search.Cliente.Match.json	3737	3	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	27	28	0	0	0	1	0	0
fsh-generated/resources/CapabilityStatement-MPI.IHE.PDQm.Search.Cliente.json	7732	5	0	0	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	35	15	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-MPI.IHE.PIXm.Buscador.json	2580	3	0	0	2	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	24	14	0	0	0	1	0	0
fsh-generated/resources/CapabilityStatement-MPI.IHE.PIXm.Origen.json	9097	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	39	15	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-MPI.IHE.PIXm.PDQm.Manager.json	17015	4	0	0	4	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	51	18	0	0	0	3	0	1
fsh-generated/resources/CapabilityStatement-NID.IHE.HPD.Consumer.json	9807	4	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	38	15	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-NID.IHE.HPD.Manager.json	11860	4	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	43	16	0	0	0	1	0	0
fsh-generated/resources/CapabilityStatement-NID.IHE.HPD.Source.json	4360	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	28	11	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSClasesDeCobertura.json	1326	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	13	2423	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-CSComponenteDiscapacidad.json	1080	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	50	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSEspecialidadBioqca.json	1062	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	46	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSEspecialidadFarma.json	1217	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	44	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSEspecialidadMed.json	5963	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	32	56	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-CSEspecialidadOdont.json	1881	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	17	43	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSEstadoCivil.json	1226	4	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	15	39	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSGrupoMarcas.json	1585	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	23	39	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSIdentidadDeGenero.json	1252	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	16	43	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSLeyPrevisionales.json	1756	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	18	51	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-CSLeyReparacion.json	1155	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	14	43	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSNivelEducacionalDesc.json	1039	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	14	42	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSOcupacionesDet.json	45106	7	0	0	0	0	0	0	2	32	0	0	0	0	0	0	0	0	0	0	186	87	0	0	0	12	0	0
fsh-generated/resources/CodeSystem-CSOrigenDiscapacidad.json	1234	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	15	47	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-CSPrevision.json	1611	4	0	0	1	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	17	35	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-CSReligion.json	1396	3	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	17	36	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSTipoObservacion.json	1128	4	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	15	35	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSTituloProfesional.json	3090	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	26	37	0	0	0	2	0	0
fsh-generated/resources/CodeSystem-CSTramosFONASA.json	1013	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	14	34	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSUNivelAprob.json	1352	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	17	37	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-CSValoracionDesempeno.json	1156	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	15	35	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CScalificacionPrevisional.json	1072	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	18	36	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-PuebloOriginarioCS.json	1094	4	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	17	36	0	0	0	1	0	0
fsh-generated/resources/Coverage-CoberturaFONASAEjemplo.json	1355	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	18	19	0	0	0	0	0	0
fsh-generated/resources/Group-AgrupacionMarcas.json	544	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	15	0	0	0	0	0	0
fsh-generated/resources/Observation-EjemploNivelEducacional.json	1617	3	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	18	17	0	0	0	0	0	0
fsh-generated/resources/Observation-EjemploOcupacion.json	979	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	12	0	0	0	0	0	0
fsh-generated/resources/Observation-EjemploSituacionDiscapacidad.json	1959	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	14	0	0	0	0	0	0
fsh-generated/resources/OperationDefinition-MPI.PDQm.match.json	3614	4	0	0	5	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	24	12	0	0	0	0	0	0
fsh-generated/resources/OperationDefinition-MPI.PIXm.pix.json	2613	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	24	12	0	0	0	0	0	0
fsh-generated/resources/Organization-FONASA.json	2492	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	11	0	0	0	0	0	0
fsh-generated/resources/Organization-OrganizationLEEjemplo.json	1694	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	11	0	0	0	0	0	0
fsh-generated/resources/Parameters-ParametroEntradaIhe-PDQm.json	2284	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	11	0	0	0	0	0	0
fsh-generated/resources/Parameters-ParametroEntradaIhe-PIXm.json	419	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0
fsh-generated/resources/Parameters-ParametroSalidaIhe-PIXm.json	695	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	14	0	0	0	0	0	0
fsh-generated/resources/Patient-DuplicadoMPIPaciente.json	9183	4	0	0	1	0	0	0	0	528	0	0	0	0	0	0	0	0	0	0	28	14	0	0	0	0	0	1
fsh-generated/resources/Patient-EjemploPacienteBusqueda.json	796	4	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	10	0	0	0	0	0	0
fsh-generated/resources/Patient-MinsalPacienteEjemplo.json	7226	4	0	0	0	0	0	0	1	42	0	0	0	0	0	0	0	0	0	0	26	12	0	0	0	0	0	0
fsh-generated/resources/Practitioner-EjemploPractiAdmin.json	2138	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	11	0	0	0	0	0	0
fsh-generated/resources/Practitioner-EjemploPractiProf.json	3256	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	12	0	0	0	0	0	0
fsh-generated/resources/RelatedPerson-EjemploAcompanate.json	3059	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	17	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-mpi-paciente-segundoApellido.json	883	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	15	11	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-BundleSearchINSHPD.json	2656	4	0	74	0	0	0	0	0	26	0	0	0	0	0	0	0	1	0	0	243	478	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-BundleSearchMPI.json	2298	4	0	172	0	0	0	0	0	16	0	0	0	0	0	0	0	1	0	0	209	442	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-BundleSearchMPIMatch.json	4347	4	0	68	3	0	0	0	0	64	0	0	1	0	0	0	0	1	0	0	292	417	0	0	1	5	1	1
fsh-generated/resources/StructureDefinition-BundleSearchProfHPD.json	3058	4	0	168	3	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	205	317	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-MINSALAcompanante.json	4426	4	0	43	0	0	0	0	0	14	0	0	0	0	0	0	0	1	0	0	154	192	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-MINSALAgrupacionPorMarcas.json	1711	4	0	18	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	120	185	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-MINSALCobertura.json	12822	6	0	37	0	0	0	0	0	39	0	0	0	0	0	0	0	1	0	0	451	494	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-MINSALNivelEducacional.json	6833	5	0	47	1	0	0	0	0	33	0	0	1	0	0	0	0	1	0	0	410	503	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-MINSALOcupacion.json	4892	4	0	38	0	0	0	0	0	21	0	0	0	0	0	0	0	1	0	0	326	311	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-MINSALPaciente.json	8216	5	0	16	0	0	0	0	0	25	0	0	0	0	0	0	0	1	0	0	372	450	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-MINSALPacienteBusqueda.json	7088	4	0	42	0	0	0	0	0	23	0	0	0	0	0	0	0	1	0	0	428	537	0	0	0	8	0	0
fsh-generated/resources/StructureDefinition-MINSALPractitionerAdministrativo.json	7055	6	0	23	0	0	0	0	0	33	0	0	1	0	0	0	0	2	0	0	635	467	0	0	0	11	1	2
