URL,Version,Status,OIDs,Name,Title,Description,Used
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSClasesDeCobertura,0.4.7,active,,CSClasesDeCobertura,Clase de Cobertura de Salud,"Permitira definir los distintos tipos de clases requeridos para la cobertura. Los tramos de FONASA, Planes de Isapre, Otras leyes previsionales, Leyes de priorización y de reparación.",
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSComponenteDiscapacidad,0.4.7,active,,CSComponenteDiscapacidad,Componentes de Observación de Discapacidad,"Diferenciación entre los componentes de la observación de discapacidad",
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSEspecialidadBioqca,0.4.7,active,,CSEspecialidadBioqca,Especialidades y Subespecialidades Bioquímicas,"Especialidades y Subespecialidades Bioquímicas",
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSEspecialidadFarma,0.4.7,active,,CSEspecialidadFarma,Especialidades Farmaceúticas o Química Farmaceúticas,"Especialidades Farmaceúticas o Química Farmaceúticas",
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSEspecialidadMed,0.4.7,active,,CSEspecialidadMed,Especialidades Médicas,"Especialidades Médicas",
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSEspecialidadOdont,0.4.7,active,,CSEspecialidadOdont,Especialidades Odontológicas,"Especialidades Odontológicas",
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSEstadoCivil,0.4.7,active,,CSEstadoCivil,Estado Civil,"Estado Civil",
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSGrupoMarcas,0.4.7,active,,CSGrupoMarcas,Grupo Marcas,"Diferenciación entre los posibles grupos dentro del MPI",
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSIdentidadDeGenero,0.4.7,active,,CSIdentidadDeGenero,Identidad De Género,"Identidad De Género",
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSLeyPrevisionales,0.4.7,active,,CSLeyPrevisionales,Leyes Previsionales,"Código asociados a Leyes Previsonales que modifican o eximen los montos de copagos de las prestaciones específica, señaladas en la ley respectiva",
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSLeyReparacion,0.4.7,active,,CSLeyReparacion,Leyes Reparación,"Código asociados a Leyes de Reparación que modifican o eximen los montos de copagos de las prestaciones específica, señaladas en la ley respectiva",
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSNivelEducacionalDesc,0.4.7,active,,CSNivelEducacionalDesc,Nivel Educacional Descripción,"Codificación del Nivel Educacional para diferenciar entre los componenetes de la observación",
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSOcupacionesDet,0.4.7,active,,CSOcupacionesDet,Ocupaciones Detalladas,"Código asociados a el detalle de las ocupaciones de un paciente",
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSOrigenDiscapacidad,0.4.7,active,,CSOrigenDiscapacidad,Origen Discapacidad,"Origen Discapacidad",
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSPrevision,0.4.7,active,,CSPrevision,Previsión,"Previsión",
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSReligion,0.4.7,active,,CSReligion,Religión,"Religión",
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSTipoObservacion,0.4.7,active,,CSTipoObservacion,Tipo Observacion,"Codificación para identificar las distintas observaciones existentes dentro del MPI",
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSTituloProfesional,0.4.7,active,,CSTituloProfesional,Título Profesional,"Título del Prestador Profesional",
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSTramosFONASA,0.4.7,active,,CSTramosFONASA,Tramos de FONASA,"Tramos de FONASA",
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSUNivelAprob,0.4.7,active,,CSUNivelAprob,Último nivel aprobado,"Código del último nivel aprobado",
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSValoracionDesempeno,0.4.7,active,,CSValoracionDesempeno,Valoracion Desempeno,"Valoracion Desempeno",
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CScalificacionPrevisional,0.4.7,active,,CScalificacionPrevisional,Calificación Previsional,"Calificación Previsional",
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/PuebloOriginarioCS,0.4.7,draft,,PueblosOriginariosCS,Pueblos Originarios de Chile,"Pueblos Originarios de Chile",
