Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
\fsh-generated\resources\ImplementationGuide-hl7.fhir.cl.minsal.urgencia.json	46299	-	0	0	0	0	0	0	7	1205	0	0	0	0	0	0	0	1	0	0	534	371	0	0	1	11	0	1
fsh-generated/resources/AllergyIntolerance-39d71be0-2eea-4672-ac70-73373a19e714.json	957	4	1	0	0	2	0	0	0	5257	0	0	0	0	0	0	0	0	0	0	40	29	0	0	0	0	0	0
fsh-generated/resources/Bundle-Ej1BundleAdmision.json	14236	23	0	0	0	0	58	0	1	1183	0	0	0	0	0	0	0	1	0	0	116	59	0	0	0	0	0	0
fsh-generated/resources/Bundle-Ej1BundleCategorizacion.json	6777	9	0	0	0	0	18	0	0	27	0	0	0	0	0	0	0	0	0	0	45	69	0	0	0	0	0	1
fsh-generated/resources/Bundle-EjBundleAtencion.json	14511	4	0	0	0	0	20	0	1	33	0	0	0	0	0	0	0	0	0	0	197	75	0	0	0	0	0	0
fsh-generated/resources/Bundle-EjBundleEgreso.json	10465	18	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	0	173	60	0	0	0	0	0	0
fsh-generated/resources/CarePlan-23eb67e4-4fd5-4315-963a-3c5e63fff3a5.json	1066	4	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	25	82	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSCodigosUrgencia.json	1651	3	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	52	12858	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-CSEstadoCivil.json	1185	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	66	119	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSReligion.json	1355	2	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	44	114	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-EspecialidadMedica.json	5971	3	0	0	0	0	0	0	1	22	0	0	0	0	0	0	0	0	0	0	128	230	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-LeyPrevisional.json	1658	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	89	120	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-MedioDeLlegada.json	1775	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	33	104	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-Procedencia.json	1951	2	1	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	67	100	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-PueblosOriginariosCS.json	1463	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	48	115	0	0	0	1	0	0
