URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://hl7.org/fhir/address-type,4.0.1,active,"2.16.840.1.113883.4.642.4.70",AddressType,AddressType,"The type of an address (physical / postal).","ValueSet/address-type"
http://hl7.org/fhir/address-use,4.0.1,active,"2.16.840.1.113883.4.642.4.68",AddressUse,AddressUse,"The use of an address.","ValueSet/address-use"
http://hl7.org/fhir/contact-point-system,4.0.1,active,"2.16.840.1.113883.4.642.4.72",ContactPointSystem,ContactPointSystem,"Telecommunications form for contact point.","ValueSet/contact-point-system"
http://hl7.org/fhir/contact-point-use,4.0.1,active,"2.16.840.1.113883.4.642.4.74",ContactPointUse,ContactPointUse,"Use of contact point.","ValueSet/contact-point-use"
http://hl7.org/fhir/identifier-use,4.0.1,active,"2.16.840.1.113883.4.642.4.58",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","ValueSet/identifier-use"
http://hl7.org/fhir/resource-types,4.0.1,active,,ResourceType,ResourceType,"One of the resource types defined as part of this version of FHIR.","ValueSet/resource-types"
http://terminology.hl7.org/CodeSystem/contactentity-type,0.5.0,draft,"2.16.840.1.113883.4.642.1.1129",ContactEntityType,Contact entity type,"This example value set defines a set of codes that can be used to indicate the purpose for which you would contact a contact party.","ValueSet/contactentity-type"
http://terminology.hl7.org/CodeSystem/v2-0203,3.0.0,active,"2.16.840.1.113883.18.108",IdentifierType,identifierType,"HL7-defined code system of concepts specifying type of identifier. Used in HL7 Version 2.x messaging data types CX, PLN, PPN, XCN and XON.","ValueSet/identifier-type"
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSCodComunasCL,1.8.5,active,,CSCodComunasCL,Códigos de Comunas en Chile,"Códigos de Comunas para Chile según Códigos Únicos Territoriales Actualizados, por Decreto exento No 817 del Ministerio del Interior","ValueSet/VSCodigosComunaCL"
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSCodProvinciasCL,1.8.5,active,,CSCodProvinciasCL,Códigos de Provincias en Chile,"Códigos de Provincias para Chile según Códigos Únicos Territoriales Actualizados, por Decreto exento No 817 del Ministerio del Interior","ValueSet/VSCodigosProvinciasCL"
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSCodRegionCL,1.8.5,active,,CSCodRegionCL,Códigos de Regiones en Chile,"Códigos de Regiones para Chile según Códigos Únicos Territoriales Actualizados, por Decreto exento No 817 del Ministerio del Interior","ValueSet/VSCodigosRegionesCL"
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CodPais,1.8.5,active,,CSCodPaises,Códigos de Países,"Codigos definidos para la identificación de países segun norma ISO3166-N","ValueSet/CodPais"
https://interoperabilidad.minsal.cl/fhir/ig/mfr/CodeSystem/CSAmbitoFuncionamiento,0.1.4,active,,CSAmbitoFuncionamiento,Ambito Funcionamiento,"Ambito Funcionamiento","ValueSet/VSAmbitoFuncionamiento"
https://interoperabilidad.minsal.cl/fhir/ig/mfr/CodeSystem/CSCertificacionInst,0.1.4,active,,CSCertificacionInst,Procedimientos de certificación,"Procedimientos de certificación","ValueSet/VSCertificacionInst"
https://interoperabilidad.minsal.cl/fhir/ig/mfr/CodeSystem/CSClasificacionSapu,0.1.4,active,,CSClasificacionSapu,Clasificacion SAPU,"Clasificacion SAPU","ValueSet/VSClasificacionSapu"
https://interoperabilidad.minsal.cl/fhir/ig/mfr/CodeSystem/CSDependenciaAdministrativa,0.1.4,active,,CSDependenciaAdministrativa,Dependencia Administrativa,"Dependencia Administrativa","ValueSet/VSDependenciaAdministrativa"
https://interoperabilidad.minsal.cl/fhir/ig/mfr/CodeSystem/CSEstadoFuncionamiento,0.1.4,active,,CSEstadoFuncionamiento,Estado Funcionamiento,"Estado Funcionamiento","ValueSet/VSEstadoFuncionamiento"
https://interoperabilidad.minsal.cl/fhir/ig/mfr/CodeSystem/CSModalidadAtencion,0.1.4,active,,CSModalidadAtencion,Modalidad atención prestador,"Modalidad atención","ValueSet/VSModalidadAtencion"
https://interoperabilidad.minsal.cl/fhir/ig/mfr/CodeSystem/CSNivelAtencion,0.1.4,active,,CSNivelAtencion,Nivel Atencion,"Nivel de Atencion","ValueSet/VSNivelAtencion"
https://interoperabilidad.minsal.cl/fhir/ig/mfr/CodeSystem/CSNivelComplejidadEstablecimiento,0.1.4,active,,CSNivelComplejidadEstablecimiento,Nivel Complejidad Establecimiento,"Nivel Complejidad Establecimiento","ValueSet/VSNivelComplejidadEstablecimiento"
https://interoperabilidad.minsal.cl/fhir/ig/mfr/CodeSystem/CSPertenenciaSNSS,0.1.4,active,,CSPertenenciaSNSS,PertenenciaSNSS,"PertenenciaSNSS","ValueSet/VSPertenenciaSNSS"
https://interoperabilidad.minsal.cl/fhir/ig/mfr/CodeSystem/CSSEREMI,0.1.4,active,,CSSeremi,SEREMIs,"SEREMIs","ValueSet/VSSeremiServiciosdeSalud"
https://interoperabilidad.minsal.cl/fhir/ig/mfr/CodeSystem/CSServiciosdeSalud,0.1.4,active,,CSServiciosdeSalud,Servicios de Salud,"Servicios de Salud","ValueSet/VSSeremiServiciosdeSalud"
https://interoperabilidad.minsal.cl/fhir/ig/mfr/CodeSystem/CSSexoBiologico,0.1.4,active,,CSSexoBiologico,Códigos para Sexo de Nacimiento de Paciente,"Codigos definidos para el sexo de nacimiento de un paciente en Chile","ValueSet/VSSexoBiologico"
https://interoperabilidad.minsal.cl/fhir/ig/mfr/CodeSystem/CSTipoIdentificadorDEIS,0.1.4,active,,CSTipoIdentificadorDEIS,Códigos para tipops de identificadores,"Códigos para lo tipos de identificadores","ValueSet/VSTipoIdentificadorDEIS"
https://interoperabilidad.minsal.cl/fhir/ig/mfr/CodeSystem/CSTipoUrgencia,0.1.4,active,,CSTipoUrgencia,Tipo de urgencia,"Tipo de urgencia","ValueSet/VSTipoUrgencia"
https://interoperabilidad.minsal.cl/fhir/ig/mfr/CodeSystem/CSTiposEstabPubAPS,0.1.4,active,,CSTiposEstabPubAPS,Tipos de establecimientos públicos en APS,"Tipos de establecimientos públicos en APS","ValueSet/VSTipoEstablecimiento"
https://interoperabilidad.minsal.cl/fhir/ig/mfr/CodeSystem/CSTiposEstabPubEsp,0.1.4,active,,CSTiposEstabPubEsp,Tipos de establecimientos públicos Especialidades,"Tipos de establecimientos públicos Especialidades","ValueSet/VSTipoEstablecimiento"
https://interoperabilidad.minsal.cl/fhir/ig/mfr/CodeSystem/CSTiposEstabPubHosp,0.1.4,active,,CSTiposEstabPubHosp,Tipos de establecimientos públicos Hospitales,"Tipos de establecimientos públicos Hospitales","ValueSet/VSTipoEstablecimiento"
https://interoperabilidad.minsal.cl/fhir/ig/mfr/CodeSystem/CSTiposEstabPubOtros,0.1.4,active,,CSTiposEstabPubOtros,Tipos de establecimientos públicos "otros","Tipos de establecimientos públicos ""otros"" ","ValueSet/VSTipoEstablecimiento"
https://interoperabilidad.minsal.cl/fhir/ig/mfr/CodeSystem/CSTiposPrestador,0.1.4,active,,CSTipoPrestador,Tipos de prestadores,"Tipos de prestadores","ValueSet/VSTiposPrestador"
urn:ietf:bcp:47,2.0.1,active,"2.16.840.1.113883.6.121",Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages"
