URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/procedure-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.427",ProcedureCodes(SNOMEDCT),Procedure Codes (SNOMED CT),"Procedure Code: All SNOMED CT procedure codes.","StructureDefinition/r2bo-solicitud-informe-apa","SCT"
http://hl7.org/fhir/us/mcode/ValueSet/mcode-tnm-stage-group-staging-type-vs,4.0.0,active,"2.16.840.1.113883.4.642.40.15.48.88",TNMStageGroupStagingTypeVS,TNM Stage Group Staging Type Value Set,"Identifying codes for the type of cancer staging performed, i.e., clinical, pathological, or other, for AJCC stage group observation.","StructureDefinition/r2bo-estadificacion-tnm","SCT"
http://hl7.org/fhir/us/mcode/ValueSet/mcode-tnm-stage-group-vs,4.0.0,active,"2.16.840.1.113883.4.642.40.15.48.89",TNMStageGroupVS,TNM Stage Group Value Set,"Result values for cancer stage group using TNM staging following AJCC staging guidelines. This value set contains SNOMED-CT equivalents of AJCC codes for Stage Group, according to TNM staging rules.","StructureDefinition/r2bo-estadificacion-tnm","SCT"
http://hl7.org/fhir/us/mcode/ValueSet/mcode-tnm-staging-method-vs,4.0.0,active,"2.16.840.1.113883.4.642.40.15.48.90",TNMStagingMethodVS,TNM Staging Method Value Set,"Staging method used for AJCC TNM staging, e.g., AJCC 8th edition, UICC 7th edition, etc.","StructureDefinition/r2bo-categoria-tnm,StructureDefinition/r2bo-estadificacion-tnm","SCT,hl7.terminology.r4"
http://hl7.org/fhir/us/mcode/ValueSet/mcode-tumor-size-units-vs,4.0.0,active,"2.16.840.1.113883.4.642.40.15.48.96",TumorSizeUnitsVS,Tumor Size Units Value Set,"Acceptable units for measuring tumor size","StructureDefinition/r2bo-tamano-tumor","UCUM"
http://terminology.hl7.org/ValueSet/v2-0916,2.0.0,active,"2.16.840.1.113883.21.440",Hl7VSRelevantClincialInformation,hl7VS-relevantClincialInformation,"Value Set of codes that specify additional clinical information about the patient or specimen to report the supporting and/or suspected diagnosis and clinical findings on requests for interpreted diagnostic studies.","StructureDefinition/r2bo-muestra-biopsia","THO (V2)"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-caracteristicas-margen-quirurgico-VS,0.1.1-ballot,draft,,CaracteristicasMargenQuirurgicoVS,Set de Valores de Caracteristicas del Margen Quirurgico,"Set de valores del nivel de compromiso del margen quiurgico en un reporte de biopsia","StructureDefinition/r2bo-observacion-margen-quirurgico","SCT"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-categoria-reporte-biopsia-vs,0.1.1-ballot,draft,,CategoriaReporteBiopsiaVS,Set de Valores de la Categoría Reportes de Biopsia,"Códigos de tipos de categoría de reportes de biopsias en HL7","StructureDefinition/r2bo-informe-biopsia,StructureDefinition/r2bo-composition-biopsia","THO (V2)"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-categorias-pTNM-VS,0.1.1-ballot,draft,,CategoriaspTNMVS,Set de Valores para Categorias pTNM,"Set de valores para las categorias para el TNM patológico","StructureDefinition/r2bo-categoria-tnm","SCT"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-especialistas-autorizado-VS,0.1.1-ballot,draft,,EspecialistasAutorizadosR2BO,Especialistas Autorizados,"Estos son los especialistas autorizados para realizar informes anatomías patológicas","StructureDefinition/r2bo-rol-profesional-minsal","hl7.fhir.cl.minsal.nid"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-estructuras-anatomicas-VS,0.1.1-ballot,draft,,EstructuraAnatomicaVS,Set de Valores Para los Sitios del Cuerpo,"Set de valores para las distintas estructuras corporales de donde se obtienen las muestras","StructureDefinition/r2bo-muestra-biopsia","SCT"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-grado-diferenciacion-vs,0.1.1-ballot,draft,,GradoDiferenciacionVS,Set de Valores Para Grado de Diferenciación,"Grado de diferenciación tumoral según clasificación de la OMS","StructureDefinition/r2bo-extension-grado-diferenciacion","Internal"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-invasion-linfatica-VS,0.1.1-ballot,draft,,InvasionLinfaticaVascularVS,Set de Valores para Invasión Linfática, Vascular, Tumoral,"Posibles resultados de invasión linfática, vascular y tumoral en un reporte de biopsia","StructureDefinition/r2bo-observacion-invasion-linfatica,StructureDefinition/r2bo-observacion-invasion-tumoral,StructureDefinition/r2bo-observacion-invasion-vascular","SCT"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-medida-margen-quirurgico-VS,0.1.1-ballot,draft,,MedidaMargenQuirurgicoVS,Set de Valores de la Medida de Margen Quirúrgico,"Valores aceptados para la medida del margen quirúrgico en un reporte de biopsia","StructureDefinition/r2bo-observacion-margen-quirurgico","UCUM"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-metodos-medicion-VS,0.1.1-ballot,draft,,MetodosMedicionTumorVS,Set de Valores de los Metodos de Medición del Tumor,"Set de valores utilizados para los metodos de medición de los tamaños de tumores","StructureDefinition/r2bo-tamano-tumor","SCT"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-morfologicosct-cieo-VS,0.1.1-ballot,draft,,MorfologicoSnomedCIEOVS,Set de Valores Morfología,"Set de valores utilizados para morfologías, estos pueden ser mapeados de Snomed CT a la CIE-O 3 Morfológico o ser usado directamente en CIE-O 3 Morfológico","StructureDefinition/r2bo-informe-biopsia,StructureDefinition/r2bo-tumor","SCT,THO"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-observaciones-NeoAdyuvancia-VS,0.1.1-ballot,draft,,ObservacionNeoAdyuvanciaVS,Set de Valores de Resultados de Observación Post Neoadyuvancia,"Posibles valores para las observaciones realizadas en la evaluación post neoadyuvancia de un reporte de biopsia","StructureDefinition/r2bo-observacion-post-tratamiento-neoadjuvancia","LOINC"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-observaciones-biopsia-VS,0.1.1-ballot,draft,,ObservacionesBiopsiaVS,Set de Valores para Observaciones Biopsia,"Observaciones realizadas durante el informe de biopsia","StructureDefinition/r2bo-resultados-reporte-biopsia,StructureDefinition/r2bo-observacion-margen-quirurgico","SCT,LOINC"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-procedimientos-biopsias-VS,0.1.1-ballot,draft,,ProcedimientosBiopsiaVS,Set de Valores Para Procedimientos,"Set de valores utilizados para los procedimientos al momento de extraer muestras de tejido","StructureDefinition/r2bo-muestra-biopsia","SCT"
