Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.cl.minsal.tei.json	43410	-	0	0	0	0	0	0	9	847	0	0	0	0	0	0	0	2	0	0	155	239	0	0	0	0	12	0	1
fsh-generated/resources/AllergyIntolerance-AllergyIntoleranceExample.json	933	4	0	0	1	0	0	0	0	440	0	0	0	0	0	0	0	0	0	0	15	16	0	0	0	0	0	0	0
fsh-generated/resources/Appointment-AgendaEjemplo.json	1344	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	14	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-BundleAgendarEjemplo.json	18713	6	23	0	0	0	0	0	0	846	0	0	0	0	0	0	0	0	0	0	52	94	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-BundleAtenderEjemplo.json	23238	6	19	0	1	0	0	0	1	447	0	0	0	0	0	0	0	1	0	0	72	67	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-BundleIniciarEjemplo.json	31728	5	12	0	0	0	0	0	2	340	0	0	0	0	0	0	0	0	0	0	91	107	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-BundlePriorizarEjemplo.json	13288	3	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	40	36	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-BundleReferenciarEjemplo.json	14744	3	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	42	30	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-BundleRevisarEjemplo.json	14488	4	2	0	0	0	0	0	1	355	0	0	0	0	0	0	0	0	0	0	44	28	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-BundleTerminarEjemplo.json	13757	3	3	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	40	36	0	0	0	0	0	0	0
fsh-generated/resources/CarePlan-CarePlanAtencionEjemplo.json	976	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	15	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSConsecuenciaAtencionCodigo.json	1136	2	0	0	1	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	13	2212	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSDerivadoParaCodigo.json	1322	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	13	82	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSDestinoReferenciaCodigo.json	1393	3	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	15	64	0	0	0	0	1	0	0
